case_name,RoI,predict values,residuals,legend
office22_360_164_bout,101.89321266968324,105.17772714281719,3.284514473133953,Trainingoffice22
office22_660_246_aout,96.3076923076923,97.0596416230386,0.7519493153462946,Trainingoffice22
office22_660_82_bout,79.54389140271493,72.20066268172404,-7.3432287209908935,Trainingoffice22
office22_660_82_aout,69.65067873303167,57.79991236866424,-11.85076636436743,Trainingoffice22
office22_660_164_bout,90.76199095022623,88.5229825004399,-2.23900844978634,Trainingoffice22
office22_0_164_aout,104.05429864253392,108.41795334354023,4.363654701006311,Trainingoffice22
office22_0_82_aout,122.33122171945702,135.68714219870657,13.355920479249548,Trainingoffice22
office22_660_164_aout,79.83348416289593,72.51360803967326,-7.31987612322267,Trainingoffice22
office22_660_246_bout,94.3239819004525,93.6799980982528,-0.6439838021996991,Trainingoffice22
office22_360_246_bout,86.98280542986427,82.83379801235539,-4.149007417508884,Trainingoffice22
office22_960_82_aout,83.58371040723983,78.27036993943148,-5.313340467808359,Trainingoffice22
office22_360_82_bout,65.83529411764707,51.897478461865646,-13.93781565578142,Trainingoffice22
office22_360_82_aout,96.03257918552036,96.9988554851193,0.9662762995989311,Trainingoffice22
office22_0_0,102.25520361990952,105.51345956532779,3.25825594541827,Trainingoffice22
office22_960_164_bout,100.01809954751133,102.40458673233101,2.3864871848196856,Trainingoffice22
office22_0_246_aout,108.74932126696834,114.8592652262825,6.109943959314165,Trainingoffice22
office22_360_164_aout,80.05429864253394,72.95463642326865,-7.099662219265284,Trainingoffice22
office22_360_0,68.30045248868778,55.71162727876856,-12.588825209919221,Trainingoffice22
office22_0_82_bout,100.99547511312215,103.8478294310116,2.85235431788945,Trainingoffice22
office22_960_246_aout,96.289592760181,96.83702063027447,0.5474278700934718,Trainingoffice22
office22_960_164_aout,101.11855203619908,104.41249563177877,3.293943595579691,Trainingoffice22
office22_0_164_bout,128.47420814479636,144.2437075904069,15.769499445610535,Trainingoffice22
office22_0_246_bout,127.59095022624432,142.7809133369766,15.189963110732279,Trainingoffice22
office22_960_82_bout,103.79366515837106,108.20109991995974,4.407434761588689,Trainingoffice22
office22_660_0,80.06515837104072,73.27746884915018,-6.787689521890542,Trainingoffice22
office22_360_246_aout,82.08506787330317,75.72910249142004,-6.355965381883138,Trainingoffice22
office22_960_0,96.9556561085973,98.30197633834047,1.3463202297431707,Trainingoffice22
office22_960_246_bout,111.59819004524886,119.34341369074937,7.745223645500516,Trainingoffice22
office3_960_164_aout,150.22424242424242,150.8342311310559,0.6099887068134819,Trainingoffice3
office3_960_82_bout,160.02424242424246,159.99593631259268,-0.02830611164978336,Trainingoffice3
office3_960_246_bout,117.87878787878788,121.67989195885346,3.801104080065585,Trainingoffice3
office3_660_164_bout,155.8181818181818,155.72901557569605,-0.08916624248576,Trainingoffice3
office3_0_164_bout,168.43030303030304,166.56132812028932,-1.8689749100137192,Trainingoffice3
office3_0_82_aout,151.33939393939394,151.83147721683346,0.4920832774395194,Trainingoffice3
office3_960_82_aout,158.2181818181818,158.1768066679406,-0.04137515024117988,Trainingoffice3
office3_0_246_bout,129.6121212121212,131.70359095990736,2.0914697477861637,Trainingoffice3
office3_0_0,160.59393939393937,159.96867560269934,-0.6252637912400303,Trainingoffice3
office3_0_82_bout,143.9090909090909,145.08465775365178,1.1755668445608762,Trainingoffice3
office3_660_246_bout,168.76363636363638,167.1721328145937,-1.5915035490426703,Trainingoffice3
office3_0_246_aout,170.2909090909091,168.270376367074,-2.0205327238351174,Trainingoffice3
office3_660_164_aout,109.20000000000002,114.03322971612374,4.833229716123725,Trainingoffice3
office3_360_82_aout,155.72727272727272,155.55367382176019,-0.17359890551253443,Trainingoffice3
office3_660_246_aout,136.86666666666667,138.17183440331198,1.305167736645302,Trainingoffice3
office3_660_82_bout,175.3090909090909,173.52781746231105,-1.7812734467798634,Trainingoffice3
office3_360_164_aout,155.44848484848484,155.2515676844728,-0.19691716401203507,Trainingoffice3
office3_360_0,169.53939393939396,168.17371946344866,-1.3656744759452977,Trainingoffice3
office3_960_0,179.24242424242425,176.89575475544524,-2.3466694869790103,Trainingoffice3
office3_660_82_aout,177.06060606060606,174.50833632577368,-2.552269734832379,Trainingoffice3
office3_0_164_aout,151.6909090909091,151.67304712057063,-0.017861970338458377,Trainingoffice3
office3_360_246_bout,159.86666666666667,158.90968224919888,-0.956984417467794,Trainingoffice3
office3_960_246_aout,134.1818181818182,136.25462057711428,2.072802395296094,Trainingoffice3
office3_960_164_bout,155.07272727272726,154.9426220600541,-0.13010521267315767,Trainingoffice3
office3_360_246_aout,138.46666666666667,140.04680549638064,1.5801388297139738,Trainingoffice3
office3_360_164_bout,155.8969696969697,155.60865985531424,-0.2883098416554617,Trainingoffice3
office3_660_0,182.64242424242423,180.13950982680177,-2.502914415622456,Trainingoffice3
office3_360_82_bout,148.4909090909091,149.10705930679146,0.6161502158823566,Trainingoffice3
office16_360_164_bout,130.73333333333332,127.6038539978961,-3.1294793354372246,Trainingoffice16
office16_660_246_aout,143.0088888888889,142.21546969034233,-0.7934191985465588,Trainingoffice16
office16_660_82_bout,132.5688888888889,130.51446254096007,-2.0544263479288247,Trainingoffice16
office16_660_82_aout,132.28,130.25724698859477,-2.0227530114052286,Trainingoffice16
office16_660_164_bout,131.5911111111111,129.01001730503347,-2.5810938060776323,Trainingoffice16
office16_0_164_aout,138.1288888888889,136.346861494591,-1.7820273942978986,Trainingoffice16
office16_0_82_aout,147.1822222222222,147.72807481320538,0.5458525909831735,Trainingoffice16
office16_660_164_aout,136.7911111111111,135.11860196009994,-1.6725091510111554,Trainingoffice16
office16_660_246_bout,146.2577777777778,146.29768142528252,0.039903647504729634,Trainingoffice16
office16_360_246_bout,128.1511111111111,124.30730410430927,-3.843807006801839,Trainingoffice16
office16_960_82_aout,163.27555555555557,167.6505661443797,4.375010588824125,Trainingoffice16
office16_360_82_bout,132.2088888888889,129.66804533825064,-2.5408435506382716,Trainingoffice16
office16_360_82_aout,134.93333333333334,133.16283809556515,-1.7704952377681877,Trainingoffice16
office16_0_0,147.07999999999998,147.7232035637905,0.6432035637905074,Trainingoffice16
office16_960_164_bout,149.96444444444444,151.08493535146752,1.1204909070230826,Trainingoffice16
office16_0_246_aout,159.0977777777778,161.6365202213853,2.5387424436075037,Trainingoffice16
office16_360_164_aout,139.95111111111112,138.82553060396407,-1.125580507147049,Trainingoffice16
office16_360_0,121.75111111111111,117.10999405401665,-4.641117057094462,Trainingoffice16
office16_0_82_bout,170.83555555555557,176.39643696564724,5.5608814100916675,Trainingoffice16
office16_960_246_aout,166.04,170.21780173343546,4.177801733435473,Trainingoffice16
office16_960_164_aout,140.8488888888889,140.2627873484466,-0.5861015404422858,Trainingoffice16
office16_0_164_bout,151.76444444444445,152.9619930719094,1.197548627464954,Trainingoffice16
office16_0_246_bout,156.54222222222222,158.75987677534823,2.2176545531260103,Trainingoffice16
office16_960_82_bout,152.84444444444443,154.72814088216418,1.883696437719749,Trainingoffice16
office16_660_0,149.47111111111113,150.87193022079924,1.4008191096881148,Trainingoffice16
office16_360_246_aout,140.4088888888889,139.10219354804184,-1.3066953408470567,Trainingoffice16
office16_960_0,151.88444444444443,154.07768603500816,2.19324159056373,Trainingoffice16
office16_960_246_bout,155.32888888888888,157.28439017050883,1.955501281619945,Trainingoffice16
office10_360_164_bout,97.74761904761904,97.14408534168828,-0.603533705930758,Test data
office10_660_246_aout,124.20476190476192,126.39291531942922,2.1881534146672976,Test data
office10_660_82_bout,111.78571428571428,113.3499111462729,1.5641968605586243,Test data
office10_660_82_aout,117.77619047619048,120.48046392612076,2.704273449930284,Test data
office10_660_164_bout,84.56190476190476,82.41578262717076,-2.146122134734,Test data
office10_0_164_aout,163.34285714285716,170.8203373440154,7.477480201158244,Test data
office10_0_82_aout,143.9857142857143,149.39615158839194,5.41043730267765,Test data
office10_660_164_aout,85.16190476190476,83.01377147873104,-2.1481332831737205,Test data
office10_660_246_bout,87.10952380952382,85.13137260742472,-1.9781512020990988,Test data
office10_360_246_bout,161.51904761904763,168.7447797484336,7.22573212938596,Test data
office10_960_82_aout,137.48095238095237,142.1651496146669,4.684197233714514,Test data
office10_360_82_bout,105.5142857142857,106.22649080278383,0.7122050884981235,Test data
office10_360_82_aout,99.41904761904762,98.99896191431179,-0.4200857047358255,Test data
office10_0_0,188.2333333333333,199.35623403491707,11.122900701583774,Test data
office10_960_164_bout,123.57619047619048,126.35695793578549,2.780767459595012,Test data
office10_0_246_aout,189.7761904761905,200.67306311268834,10.896872636497847,Test data
office10_360_164_aout,110.70476190476192,111.62739376819341,0.9226318634314907,Test data
office10_360_0,151.25238095238095,157.94440337331105,6.692022420930101,Test data
office10_0_82_bout,183.47142857142856,193.68227458424627,10.210846012817711,Test data
office10_960_246_aout,140.32857142857142,145.33493028050282,5.006358851931395,Test data
office10_960_164_aout,141.27142857142854,146.8862604790266,5.614831907598045,Test data
office10_0_164_bout,137.67142857142858,141.71371141656005,4.042282845131467,Test data
office10_0_246_bout,141.1809523809524,145.4627594701311,4.281807089178699,Test data
office10_960_82_bout,128.9,132.2364069459626,3.336406945962608,Test data
office10_660_0,62.96190476190476,58.22525888335383,-4.736645878550931,Test data
office10_360_246_aout,138.5952380952381,143.19226435013599,4.597026254897884,Test data
office10_960_0,128.59047619047618,132.39446001247705,3.8039838220008733,Test data
office10_960_246_bout,145.46190476190478,150.6818830288843,5.219978266979524,Test data
